ID	Authors	Year	N_sample	Organism_1	Effect_size	Long	Lat	Range	Position	Transition	LUI_100	LUI_75	LUI_50	LUI_25	Temp_media_100	Precipitacao_100	Temp_sazonal_100	Prec_sazonal_100	Precipitacao_25	Temp_media_25	Temp_sazonal_25	Prec_sazonal_25	Precipitacao_50	Temp_media_50	Temp_sazonal_50	Prec_sazonal_50	Precipitacao_75	Temp_media_75	Temp_sazonal_75	Prec_sazonal_75
113	Walser,_C.A.,_Bart_Jr.,_H.L.	1999	14	Peixes	-0.68556546	-85.08742095	32.72797102	37	30.5	Foragr	0.63	0.631910112	0.631910112	0.34	13.19619598	1530.605505	737.7661782	12.12947814	1793.666667	11.63649146	709.8421122	10.57637707	1717.241379	12.16762497	716.2852804	10.89322158	1631.822581	12.60415422	723.7305495	11.45543468
122	Wang,_L.,_Lyons,_J.,_Kanehl,_P.	2003	39	Peixes	0	-91.59134105	43.96622413	12.9	7.85	Foragr	0.63	0.631910112	0.631910112	0.34	13.19619598	1530.605505	737.7661782	12.12947814	1793.666667	11.63649146	709.8421122	10.57637707	1717.241379	12.16762497	716.2852804	10.89322158	1631.822581	12.60415422	723.7305495	11.45543468
122	Wang,_L.,_Lyons,_J.,_Kanehl,_P.	2003	39	Peixes	0	-91.59134105	43.96622413	85.1	43.15	Forurb	0.42	0.420992366	0.420992366	0.866666667	7.838871111	1579.961538	547.014847	56.80851	1481.25	9.971801996	519.7120781	51.14788818	1538.171429	9.331651347	521.818512	53.00820193	1552.131579	8.611971294	531.2480565	54.99030138
138	Stewart,_J.S.,_Wang,_L.,_Lyons,_J.,_Horwatich,_J.A.,_Bannerman,_R.	2001	38	Peixes	0	-88.05589812	43.71408922	14.77	7.415	Foragr	0.97	0.966836735	0.966836735	1.033333333	8.34891329	866.1138211	1024.247752	34.12099603	874.4444444	8.087974495	1059.492282	34.37873798	869.2333333	8.141291698	1058.251211	34.72973633	867.884058	8.292215741	1039.498846	34.50536684
250	Helms,_B.S.,_Feminella,_J.W.,_Pan,_S.	2005	15	Peixes	0	-84.94093483	32.79623756	48.8	24.5	Foragr	0.97	0.966836735	0.966836735	1.033333333	8.34891329	866.1138211	1024.247752	34.12099603	874.4444444	8.087974495	1059.492282	34.37873798	869.2333333	8.141291698	1058.251211	34.72973633	867.884058	8.292215741	1039.498846	34.50536684
447	Roy,_A.H.,_Freeman,_B.J.,_Freeman,_M.C.	2007	59	Peixes	0.14	-83.71740334	34.90534404	30.9	15.55	Forurb	0.97	0.966836735	0.966836735	1.033333333	8.34891329	866.1138211	1024.247752	34.12099603	874.4444444	8.087974495	1059.492282	34.37873798	869.2333333	8.141291698	1058.251211	34.72973633	867.884058	8.292215741	1039.498846	34.50536684
447	Roy,_A.H.,_Freeman,_B.J.,_Freeman,_M.C.	2007	59	Peixes	-0.09	-83.71740334	34.90534404	64.5	32.75	Forurb	0.97	0.966836735	0.966836735	1.033333333	8.34891329	866.1138211	1024.247752	34.12099603	874.4444444	8.087974495	1059.492282	34.37873798	869.2333333	8.141291698	1058.251211	34.72973633	867.884058	8.292215741	1039.498846	34.50536684
459	Maloney,_K.O.,_Feminella,_J.W.,_Mitchell,_R.M.,_Miller,_S.A.,_Mulholland,_P.J.,_Houser,_J.N.	2008	13	Peixes	-0.787400787	-84.83284828	32.3886557	100	50	Foragr	0.01	0.00661157	0.00661157	0.033333333	26.50550249	2401.235955	44.19617724	38.29807719	2496.25	26.27394533	44.00308323	35.21295834	2458.695652	26.38380797	43.92782477	36.23813132	2425.057692	26.46797525	44.17362536	37.45705817
507	Helms,_B.S.,_Schoonover,_J.E.,_Feminella,_J.W.	2009	18	Peixes	-0.74	-84.84549547	32.59986214	39.2	20.8	Foragr	0.01	0.00661157	0.00661157	0.033333333	26.50550249	2401.235955	44.19617724	38.29807719	2496.25	26.27394533	44.00308323	35.21295834	2458.695652	26.38380797	43.92782477	36.23813132	2425.057692	26.46797525	44.17362536	37.45705817
807	Ding,_S.,_Zhang,_Y.,_Liu,_B.,_Kong,_W.,_Meng,_W.	2013	22	Peixes	0.22	123.8452589	41.29506212	10	5	Forurb	0.88	0.882110092	0.882110092	0.9	15.37929685	1400.954955	746.6108981	16.2297975	1381.625	15.6545794	754.4769058	16.57488942	1384.107143	15.5964316	751.7788282	16.51640749	1401.983607	15.39162601	748.5582425	16.16844645
807	Ding,_S.,_Zhang,_Y.,_Liu,_B.,_Kong,_W.,_Meng,_W.	2013	22	Peixes	-0.2	123.8452589	41.29506212	78	39	Forurb	0.96	0.964966741	0.964966741	1	15.02234623	1154.265487	788.2552604	13.8278487	1146	15.17051765	790.3228585	12.77671637	1153	15.00963229	788.5432197	13.08865466	1154.163934	14.98967282	788.6383047	13.47055679
807	Ding,_S.,_Zhang,_Y.,_Liu,_B.,_Kong,_W.,_Meng,_W.	2013	22	Peixes	-0.29	123.8452589	41.29506212	78	39	Foragr	0.97	0.966735967	0.966735967	1	7.16634162	801.9448819	1084.520031	38.53969036	784.875	7.315300822	1105.833282	38.57741165	796.90625	7.256134793	1102.04063	38.79959619	800.2394366	7.167525835	1095.395135	38.83122737
807	Ding,_S.,_Zhang,_Y.,_Liu,_B.,_Kong,_W.,_Meng,_W.	2013	22	Peixes	0.09	123.8452589	41.29506212	10	5	Openagr	0.24	0.236915888	0.236915888	0.086666667	8.795490775	1025.747826	396.8834523	18.19931836	1113.555556	7.897398101	407.3203871	16.5361805	972.2580645	8.615109859	400.6140747	16.01728836	954.1940299	8.884486312	395.1944225	16.46367398
807	Ding,_S.,_Zhang,_Y.,_Liu,_B.,_Kong,_W.,_Meng,_W.	2013	22	Peixes	-0.15	123.8452589	41.29506212	10	5	Openagr	0.24	0.236915888	0.236915888	0.086666667	8.795490775	1025.747826	396.8834523	18.19931836	1113.555556	7.897398101	407.3203871	16.5361805	972.2580645	8.615109859	400.6140747	16.01728836	954.1940299	8.884486312	395.1944225	16.46367398
807	Ding,_S.,_Zhang,_Y.,_Liu,_B.,_Kong,_W.,_Meng,_W.	2013	22	Peixes	-0.16	123.8452589	41.29506212	78	39	Forurb	0.47	0.46516129	0.46516129	0.76	20.25594214	1309.049383	565.8796696	39.06241721	1300.428571	20.55304146	567.0299944	38.12356567	1300.24	20.38443222	565.345144	38.52366135	1303.46	20.3095829	564.2419128	39.06951683
814	Trautwein,_C.,_Schinegger,_R.,_Schmutz,_S.	2012	249	Peixes	0.36	15.70492766	48.21345716	34	17	Foragr	0.54	0.541258741	0.541258741	0.746666667	17.05932752	1348.009091	712.9388639	21.24534546	1345.142857	17.08204896	712.67259	22.1568203	1354.307692	17.06971205	713.1077458	21.87798339	1349.52459	17.07517308	712.5403572	21.54229258
814	Trautwein,_C.,_Schinegger,_R.,_Schmutz,_S.	2012	249	Peixes	0.13	15.70492766	48.21345716	82	41	Forurb	0.07	0.072727273	0.072727273	0.38	26.71560362	2286.576087	46.86610977	44.70929751	2269.333333	26.7572813	49.73720741	48.29768562	2272.541667	26.72359292	48.32025798	46.88042164	2285.057692	26.70125107	47.43197162	45.60929687
1138	Limburg,_K.E.,_Stainbrook,_K.M.,_Erickson,_J.D.,_Gowdy,_J.M.	2005	33	Peixes	0.16	-73.81563543	41.54389706	NA	NA	Foragr	0.95	0.950298211	0.950298211	1.053333333	6.984623605	829.0866142	1157.894199	47.6415639	822.5714286	7.304769312	1156.341762	48.39909145	824.0344828	7.227259685	1156.840955	48.321592	826.8513514	7.062581636	1157.846732	47.86606624
1138	Limburg,_K.E.,_Stainbrook,_K.M.,_Erickson,_J.D.,_Gowdy,_J.M.	2005	33	Peixes	0.15	-73.81563543	41.54389706	NA	NA	Forurb	0.95	0.950298211	0.950298211	1.053333333	6.984623605	829.0866142	1157.894199	47.6415639	822.5714286	7.304769312	1156.341762	48.39909145	824.0344828	7.227259685	1156.840955	48.321592	826.8513514	7.062581636	1157.846732	47.86606624
1243	Wilson,_H.F.,_Xenopoulos,_M.A.	2008	48	Peixes	-0.33015148	-100.9334615	50.32461582	87.2	43.7	Forurb	0.65	0.653773585	0.653773585	0.926666667	13.17812477	944.0540541	403.1047699	22.2164987	1065.5	13.72165966	386.8086039	19.09278123	1016.714286	13.44574731	395.6898793	19.33700361	964.921875	13.32248728	398.91645	20.89582707
1248	Walters,_D.M.,_Freeman,_M.C.,_Leigh,_D.S.,_Freeman,_B.J.,_Pringle,_C.M.	2005	30	Peixes	-0.793725393	-84.47100086	34.13425319	32	21	Forurb	0.65	0.653773585	0.653773585	0.926666667	13.17812477	944.0540541	403.1047699	22.2164987	1065.5	13.72165966	386.8086039	19.09278123	1016.714286	13.44574731	395.6898793	19.33700361	964.921875	13.32248728	398.91645	20.89582707
1292	Sutela,_T.,_Vehanen,_T.	2010	108	Peixes	-0.4	26.94255883	63.61452263	31	15.5	Forurb	0.96	0.958944282	0.958944282	1.033333333	7.690156445	807.7165354	1007.243323	34.57790468	823.125	7.304822981	1050.741531	36.53597069	800.4	7.431883367	1033.73205	36.2174565	801.4225352	7.620708969	1013.984692	35.23726673
1328	Perkin,_J.S.,_Troia,_M.J.,_Shaw,_D.C.R.,_Gerken,_J.E.,_Gido,_K.B.	2016	42	Peixes	-0.435889894	-96.94335258	37.29401209	60	50	Forurb	0.96	0.958944282	0.958944282	1.033333333	7.690156445	807.7165354	1007.243323	34.57790468	823.125	7.304822981	1050.741531	36.53597069	800.4	7.431883367	1033.73205	36.2174565	801.4225352	7.620708969	1013.984692	35.23726673
1328	Perkin,_J.S.,_Troia,_M.J.,_Shaw,_D.C.R.,_Gerken,_J.E.,_Gido,_K.B.	2016	62	Peixes	-0.556776436	-96.47058921	39.62086333	60	50	Foragr	0.84	0.84362851	0.84362851	0.713333333	13.83953173	429.3125	714.8629243	44.54572449	540	11.02002605	741.6392212	42.85585213	460.3870968	12.87849054	729.5090568	44.27028053	439.109375	13.47123192	722.7289553	44.65259552
1542	Filgueira,_R.,_Chapman,_J.M.,_Suski,_C.D.,_Cooke,_S.J.	2016	6	Peixes	0	-77.03349964	44.37491422	54	60	Foragr	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
1650	Cookson,_N.,_Schorr,_M.S.	2009	7	Peixes	-0.75	-85.08334259	35.43914323	17.4	10.3	Foragr	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
1837	Zhu,_R.,_Li,_Q.,_Wang,_W.,_Chu,_L.,_Yan,_Y.	2017	91	Peixes	0.346410162	118.4587576	29.8381249	29.85	14.935	Forurb	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
2530	Camana,_M.,_Dala-Corte,_R.B.,_Collar,_F.C.,_Becker,_F.G.	2020	60	Peixes	-0.519615242	-54.63268994	-30.20116492	73	36.6	Forurb	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
2530	Camana,_M.,_Dala-Corte,_R.B.,_Collar,_F.C.,_Becker,_F.G.	2020	60	Peixes	-0.728010989	-54.63268994	-30.20116492	79.3	39.95	Foragr	0.88	0.884668192	0.884668192	0.933333333	15.32851875	1406.412844	747.783085	16.16210604	1390.714286	15.60930797	754.3783569	16.41584505	1385.961538	15.58323244	752.1730018	16.51168339	1402.809524	15.38443632	749.2773118	16.15987311
2638	Zanini,_T.S.,_de_Queiroz,_T.M.,_Troy,_W.P.,_Nunes,_J.R.S.,_de_Lázari,_P.R.	2017	9	Peixes	-0.09486833	-57.57215842	-14.58270543	97.65	51.145	Forurb	0.88	0.884668192	0.884668192	0.933333333	15.32851875	1406.412844	747.783085	16.16210604	1390.714286	15.60930797	754.3783569	16.41584505	1385.961538	15.58323244	752.1730018	16.51168339	1402.809524	15.38443632	749.2773118	16.15987311
