ID	Authors	Year	N_sample	Organism_1	Effect_size	Long	Lat	Range	Position	Transition	LUI_100	LUI_75	LUI_50	LUI_25	Temp_media_100	Precipitacao_100	Temp_sazonal_100	Prec_sazonal_100	Precipitacao_25	Temp_media_25	Temp_sazonal_25	Prec_sazonal_25	Precipitacao_50	Temp_media_50	Temp_sazonal_50	Prec_sazonal_50	Precipitacao_75	Temp_media_75	Temp_sazonal_75	Prec_sazonal_75
97	Chadwick,_M.A.,_Dobberfuhl,_D.R.,_Benke,_A.C.,_Huryn,_A.D.,_Suberkropp,_K.,_Thiele,_J.E.	2006	18	Macroinvertebrados	0.00	-81.71155146	30.2237018	66	33	Foragr	0.97	0.966836735	0.966836735	1.033333333	8.34891329	866.1138211	1024.247752	34.12099603	874.4444444	8.087974495	1059.492282	34.37873798	869.2333333	8.141291698	1058.251211	34.72973633	867.884058	8.292215741	1039.498846	34.50536684
117	Couceiro,_S.R.M.,_Hamada,_N.,_Luz,_S.L.B.,_Forsberg,_B.R.,_Pimentel,_T.P.	2007	65	Macroinvertebrados	-0.4	-59.98153342	-3.074909897	100	50	Forurb	0.97	0.966836735	0.966836735	1.033333333	8.34891329	866.1138211	1024.247752	34.12099603	874.4444444	8.087974495	1059.492282	34.37873798	869.2333333	8.141291698	1058.251211	34.72973633	867.884058	8.292215741	1039.498846	34.50536684
130	Walsh,_C.J.	2004	16	Macroinvertebrados	-0.61	145.3659191	-37.80668619	50	25	Forurb	0.97	0.966836735	0.966836735	1.033333333	8.34891329	866.1138211	1024.247752	34.12099603	874.4444444	8.087974495	1059.492282	34.37873798	869.2333333	8.141291698	1058.251211	34.72973633	867.884058	8.292215741	1039.498846	34.50536684
130	Walsh,_C.J.	2004	16	Macroinvertebrados	-0.69	145.3659191	-37.80668619	50	25	Foragr	0.01	0.00661157	0.00661157	0.033333333	26.50550249	2401.235955	44.19617724	38.29807719	2496.25	26.27394533	44.00308323	35.21295834	2458.695652	26.38380797	43.92782477	36.23813132	2425.057692	26.46797525	44.17362536	37.45705817
138	Stewart,_J.S.,_Wang,_L.,_Lyons,_J.,_Horwatich,_J.A.,_Bannerman,_R.	2001	38	Macroinvertebrados	-0.42	-88.05589812	43.71408922	14.77	7.415	Foragr	0.01	0.00661157	0.00661157	0.033333333	26.50550249	2401.235955	44.19617724	38.29807719	2496.25	26.27394533	44.00308323	35.21295834	2458.695652	26.38380797	43.92782477	36.23813132	2425.057692	26.46797525	44.17362536	37.45705817
148	Gutiérrez-Cánovas,_C.,_Millán,_A.,_Velasco,_J.,_Vaughan,_I.P.,_Ormerod,_S.J.	2013	63	Macroinvertebrados	-0.911043358	-2.617965956	38.00654663	NA	NA	Forurb	0.88	0.882110092	0.882110092	0.9	15.37929685	1400.954955	746.6108981	16.2297975	1381.625	15.6545794	754.4769058	16.57488942	1384.107143	15.5964316	751.7788282	16.51640749	1401.983607	15.39162601	748.5582425	16.16844645
157	Stepenuck,_K.F.,_Crunkilton,_R.L.,_Wang,_L.	2002	43	Macroinvertebrados	0.42	-88.18	43.15	44.7	24.25	Forurb	0.96	0.964966741	0.964966741	1	15.02234623	1154.265487	788.2552604	13.8278487	1146	15.17051765	790.3228585	12.77671637	1153	15.00963229	788.5432197	13.08865466	1154.163934	14.98967282	788.6383047	13.47055679
157	Stepenuck,_K.F.,_Crunkilton,_R.L.,_Wang,_L.	2002	43	Macroinvertebrados	0.39	-88.18	43.15	44.7	24.25	Foragr	0.97	0.966735967	0.966735967	1	7.16634162	801.9448819	1084.520031	38.53969036	784.875	7.315300822	1105.833282	38.57741165	796.90625	7.256134793	1102.04063	38.79959619	800.2394366	7.167525835	1095.395135	38.83122737
157	Stepenuck,_K.F.,_Crunkilton,_R.L.,_Wang,_L.	2002	43	Macroinvertebrados	-0.35	-88.18	43.15	NA	NA	Openagr	0.24	0.236915888	0.236915888	0.086666667	8.795490775	1025.747826	396.8834523	18.19931836	1113.555556	7.897398101	407.3203871	16.5361805	972.2580645	8.615109859	400.6140747	16.01728836	954.1940299	8.884486312	395.1944225	16.46367398
157	Stepenuck,_K.F.,_Crunkilton,_R.L.,_Wang,_L.	2002	43	Macroinvertebrados	-0.56	-88.18	43.15	NA	NA	Openagr	0.24	0.236915888	0.236915888	0.086666667	8.795490775	1025.747826	396.8834523	18.19931836	1113.555556	7.897398101	407.3203871	16.5361805	972.2580645	8.615109859	400.6140747	16.01728836	954.1940299	8.884486312	395.1944225	16.46367398
181	Walters,_D.M.,_Roy,_A.H.,_Leigh,_D.S.	2009	31	Macroinvertebrados	0	-84.47100086	34.13425319	32	22	Forurb	0.47	0.46516129	0.46516129	0.76	20.25594214	1309.049383	565.8796696	39.06241721	1300.428571	20.55304146	567.0299944	38.12356567	1300.24	20.38443222	565.345144	38.52366135	1303.46	20.3095829	564.2419128	39.06951683
181	Walters,_D.M.,_Roy,_A.H.,_Leigh,_D.S.	2009	31	Macroinvertebrados	-0.4	-84.47100086	34.13425319	NA	NA	Foragr	0.54	0.541258741	0.541258741	0.746666667	17.05932752	1348.009091	712.9388639	21.24534546	1345.142857	17.08204896	712.67259	22.1568203	1354.307692	17.06971205	713.1077458	21.87798339	1349.52459	17.07517308	712.5403572	21.54229258
209	Wang,_B.,_Liu,_D.,_Liu,_S.,_Zhang,_Y.,_Lu,_D.,_Wang,_L.	2012	60	Macroinvertebrados	-0.49	119.5590501	28.52189586	81.6	40.8	Forurb	0.07	0.072727273	0.072727273	0.38	26.71560362	2286.576087	46.86610977	44.70929751	2269.333333	26.7572813	49.73720741	48.29768562	2272.541667	26.72359292	48.32025798	46.88042164	2285.057692	26.70125107	47.43197162	45.60929687
209	Wang,_B.,_Liu,_D.,_Liu,_S.,_Zhang,_Y.,_Lu,_D.,_Wang,_L.	2012	60	Macroinvertebrados	-0.55	119.5590501	28.52189586	81.6	40.8	Foragr	0.95	0.950298211	0.950298211	1.053333333	6.984623605	829.0866142	1157.894199	47.6415639	822.5714286	7.304769312	1156.341762	48.39909145	824.0344828	7.227259685	1156.840955	48.321592	826.8513514	7.062581636	1157.846732	47.86606624
209	Wang,_B.,_Liu,_D.,_Liu,_S.,_Zhang,_Y.,_Lu,_D.,_Wang,_L.	2012	60	Macroinvertebrados	-0.82	119.5590501	28.52189586	87	43.5	Forurb	0.95	0.950298211	0.950298211	1.053333333	6.984623605	829.0866142	1157.894199	47.6415639	822.5714286	7.304769312	1156.341762	48.39909145	824.0344828	7.227259685	1156.840955	48.321592	826.8513514	7.062581636	1157.846732	47.86606624
209	Wang,_B.,_Liu,_D.,_Liu,_S.,_Zhang,_Y.,_Lu,_D.,_Wang,_L.	2012	60	Macroinvertebrados	-0.87	119.5590501	28.52189586	87	43.5	Forurb	0.65	0.653773585	0.653773585	0.926666667	13.17812477	944.0540541	403.1047699	22.2164987	1065.5	13.72165966	386.8086039	19.09278123	1016.714286	13.44574731	395.6898793	19.33700361	964.921875	13.32248728	398.91645	20.89582707
270	Collier,_K.J.	1995	29	Macroinvertebrados	0	173.8002607	-35.50411765	7	3.5	Forurb	0.65	0.653773585	0.653773585	0.926666667	13.17812477	944.0540541	403.1047699	22.2164987	1065.5	13.72165966	386.8086039	19.09278123	1016.714286	13.44574731	395.6898793	19.33700361	964.921875	13.32248728	398.91645	20.89582707
270	Collier,_K.J.	1995	29	Macroinvertebrados	0	173.8002607	-35.50411765	7	3.5	Forurb	0.96	0.958944282	0.958944282	1.033333333	7.690156445	807.7165354	1007.243323	34.57790468	823.125	7.304822981	1050.741531	36.53597069	800.4	7.431883367	1033.73205	36.2174565	801.4225352	7.620708969	1013.984692	35.23726673
286	Ourso,_R.T.,_Frenzel,_S.A.	2003	12	Macroinvertebrados	-0.65	-149.7856993	61.22283136	39.9	19.95	Forurb	0.96	0.958944282	0.958944282	1.033333333	7.690156445	807.7165354	1007.243323	34.57790468	823.125	7.304822981	1050.741531	36.53597069	800.4	7.431883367	1033.73205	36.2174565	801.4225352	7.620708969	1013.984692	35.23726673
292	Collier,_K.J.	2008	49	Macroinvertebrados	-0.59	175.4643705	-37.7414241	52	NA	Foragr	0.84	0.84362851	0.84362851	0.713333333	13.83953173	429.3125	714.8629243	44.54572449	540	11.02002605	741.6392212	42.85585213	460.3870968	12.87849054	729.5090568	44.27028053	439.109375	13.47123192	722.7289553	44.65259552
339	Li,_F.,_Chung,_N.,_Bae,_M.-J.,_Kwon,_Y.-S.,_Park,_Y.-S.	2012	685	Macroinvertebrados	-0.565685425	128.2987896	36.62284066	30.73	NA	Foragr	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
339	Li,_F.,_Chung,_N.,_Bae,_M.-J.,_Kwon,_Y.-S.,_Park,_Y.-S.	2012	685	Macroinvertebrados	-0.458257569	128.2987896	36.62284066	18.31	NA	Foragr	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
345	Waite,_I.R.,_Brown,_L.R.,_Kennen,_J.G.,_May,_J.T.,_Cuffney,_T.F.,_Orlando,_J.L.,_Jones,_K.A.	2010	148	Macroinvertebrados	-0.316227766	-118.5035239	44.72664388	NA	NA	Forurb	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
359	Herlihy,_A.T.,_Gerth,_W.J.,_Li,_J.,_Banks,_J.L.	2005	167	Macroinvertebrados	-0.03	-123.5474375	44.20894951	71	35.5	Forurb	0.96	0.963276836	0.963276836	1	8.040316065	838.9338843	1009.466295	34.37338288	818.25	7.836315036	1051.044724	35.89807892	828.7941176	7.923558824	1025.450588	35.38076524	834.8	7.964625917	1021.213708	35.10586439
359	Herlihy,_A.T.,_Gerth,_W.J.,_Li,_J.,_Banks,_J.L.	2005	167	Macroinvertebrados	-0.26	-123.5474375	44.20894951	71	35.5	Foragr	0.88	0.884668192	0.884668192	0.933333333	15.32851875	1406.412844	747.783085	16.16210604	1390.714286	15.60930797	754.3783569	16.41584505	1385.961538	15.58323244	752.1730018	16.51168339	1402.809524	15.38443632	749.2773118	16.15987311
396	Zhang,_Y.,_Dudgeon,_D.,_Cheng,_D.,_Thoe,_W.,_Fok,_L.,_Wang,_Z.,_Lee,_J.H.W.	2010	11	Macroinvertebrados	-0.793725393	114.6785766	23.49453313	26.5	14.55	Forurb	0.88	0.884668192	0.884668192	0.933333333	15.32851875	1406.412844	747.783085	16.16210604	1390.714286	15.60930797	754.3783569	16.41584505	1385.961538	15.58323244	752.1730018	16.51168339	1402.809524	15.38443632	749.2773118	16.15987311
459	Maloney,_K.O.,_Feminella,_J.W.,_Mitchell,_R.M.,_Miller,_S.A.,_Mulholland,_P.J.,_Houser,_J.N.	2008	13	Macroinvertebrados	-0.748331477	-84.83284828	32.3886557	100	50	Foragr	0.93	0.932443366	0.932443366	0.8	15.80865958	1642.910891	778.6946786	51.64063848	1606.833333	16.16424656	781.6837158	50.52869352	1635.846154	15.77066994	778.8721971	50.88156333	1636.135593	15.81059503	777.892393	51.18586382
459	Maloney,_K.O.,_Feminella,_J.W.,_Mitchell,_R.M.,_Miller,_S.A.,_Mulholland,_P.J.,_Houser,_J.N.	2008	13	Macroinvertebrados	-0.842614977	-84.83284828	32.3886557	100	50	Foragr	0.93	0.932443366	0.932443366	0.8	15.80865958	1642.910891	778.6946786	51.64063848	1606.833333	16.16424656	781.6837158	50.52869352	1635.846154	15.77066994	778.8721971	50.88156333	1636.135593	15.81059503	777.892393	51.18586382
507	Helms,_B.S.,_Schoonover,_J.E.,_Feminella,_J.W.	2009	18	Macroinvertebrados	-0.64	-84.84549547	32.59986214	39.2	20.8	Forurb	0.93	0.932443366	0.932443366	0.8	15.80865958	1642.910891	778.6946786	51.64063848	1606.833333	16.16424656	781.6837158	50.52869352	1635.846154	15.77066994	778.8721971	50.88156333	1636.135593	15.81059503	777.892393	51.18586382
523	Iñiguez-Armijos,_C.,_Leiva,_A.,_Frede,_H.-G.,_Hampel,_H.,_Breuer,_L.	2014	23	Macroinvertebrados	-0.547722558	-79.14533184	-4.167636603	88.9	49.05	Forurb	0.93	0.932443366	0.932443366	0.8	15.80865958	1642.910891	778.6946786	51.64063848	1606.833333	16.16424656	781.6837158	50.52869352	1635.846154	15.77066994	778.8721971	50.88156333	1636.135593	15.81059503	777.892393	51.18586382
630	Li,_F.,_Cai,_Q.,_Ye,_L.	2010	24	Macroinvertebrados	-0.33	111.0117668	31.86935789	16.2	NA	Forurb	0.57	0.568909513	0.568909513	0.66	16.99702447	1333.731481	714.3212337	21.068984	1330	16.87686157	712.0238211	21.64185469	1332.115385	16.97898689	713.5643545	21.46287155	1335.666667	16.93558618	714.5802287	21.13609177
630	Li,_F.,_Cai,_Q.,_Ye,_L.	2010	24	Macroinvertebrados	-0.25	111.0117668	31.86935789	0.12	NA	Forurb	0.27	0.274881517	0.274881517	0.086666667	14.90501034	1494.149254	288.1080197	22.48758325	1688.333333	14.10478131	293.310674	21.29504204	1563.206897	14.54466409	291.2843502	22.5489233	1513.392157	14.77855637	289.3170076	22.77105675
676	Herringshaw,_C.J.,_Stewart,_T.W.,_Thompson,_J.R.,_Anderson,_P.F.	2011	29	Macroinvertebrados	0.331662479	-93.55897353	42.1501107	34	18	Forurb	0.27	0.274881517	0.274881517	0.086666667	14.90501034	1494.149254	288.1080197	22.48758325	1688.333333	14.10478131	293.310674	21.29504204	1563.206897	14.54466409	291.2843502	22.5489233	1513.392157	14.77855637	289.3170076	22.77105675
676	Herringshaw,_C.J.,_Stewart,_T.W.,_Thompson,_J.R.,_Anderson,_P.F.	2011	29	Macroinvertebrados	-0.316227766	-93.55897353	42.1501107	46	69	Forurb	0.06	0.064688427	0.064688427	0.506666667	0.587866899	744.6956522	820.9556215	41.75364936	803.4166667	1.662543909	871.0784098	40.48707199	766.673913	1.19258835	846.3233789	41.10494929	752.8529412	0.940256616	829.317554	41.50992532
698	Carlson,_P.E.,_Johnson,_R.K.,_McKie,_B.G.	2013	8	Macroinvertebrados	-0.331662479	17.9068203	60.26555721	41	22.5	Foragr	0.35	0.348369565	0.348369565	0.54	13.267915	1567.9	352.3377762	16.67055982	1301	13.81190191	362.7025931	15.36027241	1439.428571	13.59897416	357.7879094	16.03430728	1526.650794	13.45517953	352.3703468	16.56867338
698	Carlson,_P.E.,_Johnson,_R.K.,_McKie,_B.G.	2013	8	Macroinvertebrados	-0.793725393	17.9068203	60.26555721	41	22.5	Foragr	0.78	0.059817352	0.059817352	0.005555556	10.72051655	1240.736842	978.4747127	81.55593939	1225.857143	11.01084818	981.1310163	84.49738312	1213.714286	11.02268866	982.0860378	83.19669996	1226.515625	10.80486979	983.0686464	82.33879542
725	Lear,_G.,_Dopheide,_A.,_Ancion,_P.,_Lewis,_G.D.	2011	22	Macroinvertebrados	-0.818535277	174.9378449	-36.97897459	100	50	Forurb	0.78	0.784875184	0.784875184	0.916666667	10.72051655	1240.736842	978.4747127	81.55593939	1225.857143	11.01084818	981.1310163	84.49738312	1213.714286	11.02268866	982.0860378	83.19669996	1226.515625	10.80486979	983.0686464	82.33879542
781	King,_R.S.,_Scoggins,_M.,_Porras,_A.	2016	100	Macroinvertebrados	-0.1	-97.64860579	30.23504756	60.6	30.3	Foragr	0.07	0.784875184	0.784875184	0.916666667	6.281728116	449.6031746	723.9891091	34.85687701	553.75	4.234355479	679.0625687	38.41522741	500.5	5.053259492	694.0993042	35.71498114	461.6351351	5.754104614	714.4932564	34.49104781
781	King,_R.S.,_Scoggins,_M.,_Porras,_A.	2016	104	Macroinvertebrados	-0.141421356	-97.64860579	30.23504756	60.6	30.3	Foragr	0.38	0.068493151	0.068493151	0	10.57923418	1765.961538	474.74617	67.6569442	1934.5	10.51172674	476.6180573	71.07926369	1843.741935	10.68654559	466.7363212	69.88360842	1750.873016	10.77234722	471.3728914	68.40177439
806	Robinson,_C.T.,_Schuwirth,_N.,_Baumgartner,_S.,_Stamm,_C.	2014	11	Macroinvertebrados	0.35	8.179545575	47.01213057	6.3	3.15	Foragr	0.38	0.3835	0.3835	0.353333333	10.57923418	1765.961538	474.74617	67.6569442	1934.5	10.51172674	476.6180573	71.07926369	1843.741935	10.68654559	466.7363212	69.88360842	1750.873016	10.77234722	471.3728914	68.40177439
806	Robinson,_C.T.,_Schuwirth,_N.,_Baumgartner,_S.,_Stamm,_C.	2014	13	Macroinvertebrados	-0.13	8.179545575	47.01213057	60.7	47.35	Forurb	0.92	0.3835	0.3835	0.353333333	20.86533169	1800.680412	570.5988316	66.91293909	1849	21.47365856	572.9832306	68.15097618	1837.48	21.10891808	569.8570361	67.53687592	1823.660377	20.95162431	570.2742275	67.23808886
806	Robinson,_C.T.,_Schuwirth,_N.,_Baumgartner,_S.,_Stamm,_C.	2014	11	Macroinvertebrados	0.33	8.179545575	47.01213057	18.9	9.45	Foragr	0.64	0.916877637	0.916877637	0.8	13.65880289	1547.223214	738.808651	12.87195608	1725.571429	12.54805497	716.5790144	11.44120598	1673.428571	12.96654459	724.0235247	11.86918463	1608.065574	13.35922451	730.4989574	12.42695708
806	Robinson,_C.T.,_Schuwirth,_N.,_Baumgartner,_S.,_Stamm,_C.	2014	13	Macroinvertebrados	0.27	8.179545575	47.01213057	40.4	62.5	Forurb	0.64	0.640180587	0.640180587	0.4	13.65880289	1547.223214	738.808651	12.87195608	1725.571429	12.54805497	716.5790144	11.44120598	1673.428571	12.96654459	724.0235247	11.86918463	1608.065574	13.35922451	730.4989574	12.42695708
847	Collier,_K.J.,_Clements,_B.L.	2011	25	Macroinvertebrados	-0.316227766	175.2552104	-37.77737181	58	35	Foragr	0.54	0.640180587	0.640180587	0.4	17.54527529	1307.566038	702.7431848	22.12344301	1275.375	17.65115118	705.4432602	22.37154078	1286.615385	17.51299807	703.5173457	22.18602569	1297.016667	17.5475886	702.7291209	22.20928516
847	Collier,_K.J.,_Clements,_B.L.	2011	25	Macroinvertebrados	-0.632455532	175.2552104	-37.77737181	58	35	Foragr	0.54	0.541121495	0.541121495	0.4	17.54527529	1307.566038	702.7431848	22.12344301	1275.375	17.65115118	705.4432602	22.37154078	1286.615385	17.51299807	703.5173457	22.18602569	1297.016667	17.5475886	702.7291209	22.20928516
862	Theodoropoulos,_C.,_Aspridis,_D.,_Iliopoulou-Georgudaki,_J.	2015	13	Macroinvertebrados	-0.49	21.73303725	38.44655887	100	50	Foragr	0.54	0.541121495	0.541121495	0.4	17.54527529	1307.566038	702.7431848	22.12344301	1275.375	17.65115118	705.4432602	22.37154078	1286.615385	17.51299807	703.5173457	22.18602569	1297.016667	17.5475886	702.7291209	22.20928516
977	Li,_Z.,_Wang,_J.,_Liu,_Z.,_Meng,_X.,_Heino,_J.,_Jiang,_X.,_Xiong,_X.,_Jiang,_X.,_Xie,_Z.	2019	67	Macroinvertebrados	-0.346410162	110.660237	33.73073206	25	15.5	Forurb	0.54	0.541121495	0.541121495	0.4	17.28112366	1312.5	708.6009878	21.61089138	1292.75	17.37000775	708.5601349	21.95926404	1300.230769	17.28240395	707.7584956	21.73831896	1307.7	17.26470722	708.8381999	21.67253571
977	Li,_Z.,_Wang,_J.,_Liu,_Z.,_Meng,_X.,_Heino,_J.,_Jiang,_X.,_Xiong,_X.,_Jiang,_X.,_Xie,_Z.	2019	67	Macroinvertebrados	-0.387298335	110.660237	33.73073206	5	2.5	Forurb	0.54	0.539953811	0.539953811	0.566666667	17.28112366	1312.5	708.6009878	21.61089138	1292.75	17.37000775	708.5601349	21.95926404	1300.230769	17.28240395	707.7584956	21.73831896	1307.7	17.26470722	708.8381999	21.67253571
977	Li,_Z.,_Wang,_J.,_Liu,_Z.,_Meng,_X.,_Heino,_J.,_Jiang,_X.,_Xiong,_X.,_Jiang,_X.,_Xie,_Z.	2019	67	Macroinvertebrados	-0.489897949	110.660237	33.73073206	25	15.5	Foragr	0.38	0.539953811	0.539953811	0.566666667	18.92419561	1154.738636	30.57925993	54.17148581	1027.25	15.77966428	31.13527489	44.29545021	1091.875	17.4554588	29.65247647	46.38823271	1141.980769	18.23803357	28.78773156	50.27843266
977	Li,_Z.,_Wang,_J.,_Liu,_Z.,_Meng,_X.,_Heino,_J.,_Jiang,_X.,_Xiong,_X.,_Jiang,_X.,_Xie,_Z.	2019	67	Macroinvertebrados	-0.538516481	110.660237	33.73073206	25	15.5	Foragr	0.75	0.383561644	0.383561644	0.3	13.51557931	1076.028302	835.6457203	64.45504433	1073.666667	13.26949135	833.4688314	64.89709345	1082.769231	12.95790071	829.8858408	64.84441669	1089.774194	13.01951868	829.8662208	64.5496249
1138	Limburg,_K.E.,_Stainbrook,_K.M.,_Erickson,_J.D.,_Gowdy,_J.M.	2005	33	Macroinvertebrados	0.09	-73.81563543	41.54389706	NA	NA	Forurb	0.75	0.191726333	0.191726333	0.205555556	13.51557931	1076.028302	835.6457203	64.45504433	1073.666667	13.26949135	833.4688314	64.89709345	1082.769231	12.95790071	829.8858408	64.84441669	1089.774194	13.01951868	829.8662208	64.5496249
